Ingredient,Substitute,Context,Equivalent
bell pepper,1 pound cubanelle,"The category is: Sweet Peppers. Red and yellow peppers are riper, more flavorful, and pricier than the more common green ones. You can occasionally find bell peppers in other colors as well, like brown, white, pink, orange, and purple.Bell peppers are the perfect size for hollowing out and stuffing, or you can slice them into strips for snacking or dipping. more flavorful",1 pound bell pepper
bell pepper,1 pound poblano pepper,"The category is: Sweet Peppers. Red and yellow peppers are riper, more flavorful, and pricier than the more common green ones. You can occasionally find bell peppers in other colors as well, like brown, white, pink, orange, and purple.Bell peppers are the perfect size for hollowing out and stuffing, or you can slice them into strips for snacking or dipping. hotter than bell",1 pound bell pepper
bell pepper,1 pound Anaheim chili,"The category is: Sweet Peppers. Red and yellow peppers are riper, more flavorful, and pricier than the more common green ones. You can occasionally find bell peppers in other colors as well, like brown, white, pink, orange, and purple.Bell peppers are the perfect size for hollowing out and stuffing, or you can slice them into strips for snacking or dipping. hotter than bell",1 pound bell pepper
bell pepper,1 pound pimento,"The category is: Sweet Peppers. Red and yellow peppers are riper, more flavorful, and pricier than the more common green ones. You can occasionally find bell peppers in other colors as well, like brown, white, pink, orange, and purple.Bell peppers are the perfect size for hollowing out and stuffing, or you can slice them into strips for snacking or dipping.",1 pound bell pepper
black bean,1 pound appaloosa bean,"The category is: Dry Beans. These beans are a staple of Latin American and Caribbean cuisine, where they're used to make side dishes, soups, bean dips, and salads.  They have a strong, earthy flavor, so they're often combined with assertive flavorings.  Don't confuse black beans with fermented black beans.",1 pound black bean
black bean,1 pound calypso bean,"The category is: Dry Beans. These beans are a staple of Latin American and Caribbean cuisine, where they're used to make side dishes, soups, bean dips, and salads.  They have a strong, earthy flavor, so they're often combined with assertive flavorings.  Don't confuse black beans with fermented black beans. These are less flavorful than black beans, but they cook faster.",1 pound black bean
black bean,1 pound soybean black,"The category is: Dry Beans. These beans are a staple of Latin American and Caribbean cuisine, where they're used to make side dishes, soups, bean dips, and salads.  They have a strong, earthy flavor, so they're often combined with assertive flavorings.  Don't confuse black beans with fermented black beans. Unlike black beans, these won't darken the sauce they're cooked in.",1 pound black bean
black bean,1 pound azuki bean,"The category is: Dry Beans. These beans are a staple of Latin American and Caribbean cuisine, where they're used to make side dishes, soups, bean dips, and salads.  They have a strong, earthy flavor, so they're often combined with assertive flavorings.  Don't confuse black beans with fermented black beans.",1 pound black bean
black bean sauce,1 cup bean sauce,"The cuisine is: Asian. The category is: Asian condiments. This is made from fermented black beans.  A variation is hot black bean sauce, which has chile paste added, and black bean sauce with garlic.
See the Asian Black Bean Sauce posting on RecipeSource.com.",1 cup black bean sauce
black bean sauce,1 cup chili bean paste,"The cuisine is: Asian. The category is: Asian condiments. This is made from fermented black beans.  A variation is hot black bean sauce, which has chile paste added, and black bean sauce with garlic.
See the Asian Black Bean Sauce posting on RecipeSource.com.",1 cup black bean sauce
blackberry,1 pound loganberry,"The category is: Berries. These would be excellent berries were it not for their rather large seeds.   They're still great for eating out of hand, but cooks often strain out the seeds when making pies and preserves.  Select berries that are free of mold, and as black as possible.  They arrive in markets in the summer.",1 pound blackberry
blackberry,1 pound boysenberry,"The category is: Berries. These would be excellent berries were it not for their rather large seeds.   They're still great for eating out of hand, but cooks often strain out the seeds when making pies and preserves.  Select berries that are free of mold, and as black as possible.  They arrive in markets in the summer.",1 pound blackberry
blackberry,1 pound mulberry,"The category is: Berries. These would be excellent berries were it not for their rather large seeds.   They're still great for eating out of hand, but cooks often strain out the seeds when making pies and preserves.  Select berries that are free of mold, and as black as possible.  They arrive in markets in the summer. larger, more fragile",1 pound blackberry
blackberry,1 pound raspberry,"The category is: Berries. These would be excellent berries were it not for their rather large seeds.   They're still great for eating out of hand, but cooks often strain out the seeds when making pies and preserves.  Select berries that are free of mold, and as black as possible.  They arrive in markets in the summer.",1 pound blackberry
blackberry,1 pound youngberry,"The category is: Berries. These would be excellent berries were it not for their rather large seeds.   They're still great for eating out of hand, but cooks often strain out the seeds when making pies and preserves.  Select berries that are free of mold, and as black as possible.  They arrive in markets in the summer.",1 pound blackberry
blackberry,1 pound olallieberry,"The category is: Berries. These would be excellent berries were it not for their rather large seeds.   They're still great for eating out of hand, but cooks often strain out the seeds when making pies and preserves.  Select berries that are free of mold, and as black as possible.  They arrive in markets in the summer.",1 pound blackberry
blackberry,1 pound dewberry,"The category is: Berries. These would be excellent berries were it not for their rather large seeds.   They're still great for eating out of hand, but cooks often strain out the seeds when making pies and preserves.  Select berries that are free of mold, and as black as possible.  They arrive in markets in the summer.",1 pound blackberry
blackberry,1 pound red currant,"The category is: Berries. These would be excellent berries were it not for their rather large seeds.   They're still great for eating out of hand, but cooks often strain out the seeds when making pies and preserves.  Select berries that are free of mold, and as black as possible.  They arrive in markets in the summer.",1 pound blackberry
blueberry,1 pound huckleberry,"The category is: Berries. Blueberries are small and sturdy, so they're perfect for tossing into cakes, muffins, cereal bowls, and fruit salads. Like other berries, they also make good preserves and tarts. Select firm, dark berries that have a whitish bloom on them. Keep them refrigerated and wash them just before you eat them.You can find fresh blueberries in the summer, but frozen blueberries are available year-round and work well in many recipes. Frozen berries get a little mushy after they're defrosted, but they'll work well in many recipes. Canned blueberries also work in pies and baked goods, but drain off the liquid and rinse them first. larger seeds and tarter, otherwise very close substitute",1 pound blueberry
blueberry,1 pound juneberry,"The category is: Berries. Blueberries are small and sturdy, so they're perfect for tossing into cakes, muffins, cereal bowls, and fruit salads. Like other berries, they also make good preserves and tarts. Select firm, dark berries that have a whitish bloom on them. Keep them refrigerated and wash them just before you eat them.You can find fresh blueberries in the summer, but frozen blueberries are available year-round and work well in many recipes. Frozen berries get a little mushy after they're defrosted, but they'll work well in many recipes. Canned blueberries also work in pies and baked goods, but drain off the liquid and rinse them first.",1 pound blueberry
